Song,Album,Lyric,Previous Lyric,Next Lyric
Can I Go with You,Unreleased Songs,"You say, this crazy world's come undone",When I ask how long you think you're going to be,
Can I Go with You,Unreleased Songs,Summer's over and leaves begin to fall,"You say, this crazy world's come undone",And another winter's on the way
Can I Go with You,Unreleased Songs,And another winter's on the way,Summer's over and leaves begin to fall,I knew I wasn't going to take this very well
Can I Go with You,Unreleased Songs,I knew I wasn't going to take this very well,And another winter's on the way,But I'd give anything to have you here today
Can I Go with You,Unreleased Songs,But I'd give anything to have you here today,I knew I wasn't going to take this very well,
Can I Go with You,Unreleased Songs,Everyday now they're talking war,But I'd give anything to have you here today,& I know this time is like it's never been before
Can I Go with You,Unreleased Songs,& I know this time is like it's never been before,Everyday now they're talking war,We're not talking about a week or two
Can I Go with You,Unreleased Songs,We're not talking about a week or two,& I know this time is like it's never been before,
Can I Go with You,Unreleased Songs,"Oh, daddy can I go with you?",We're not talking about a week or two,"Oh, daddy can I go with you?"
Can I Go with You,Unreleased Songs,"Oh, daddy can I go with you?","Oh, daddy can I go with you?","Oh, daddy can I go with you?"
Can I Go with You,Unreleased Songs,"Oh, daddy can I go with you?","Oh, daddy can I go with you?",
Closest To A Cowboy,Unreleased Songs,I drive around this town,,In a Mustang with the top down
Closest To A Cowboy,Unreleased Songs,In a Mustang with the top down,I drive around this town,And six running horses under my hood
Closest To A Cowboy,Unreleased Songs,And six running horses under my hood,In a Mustang with the top down,Well that's good enough for me
Closest To A Cowboy,Unreleased Songs,Well that's good enough for me,And six running horses under my hood,Don't need the real thing
Closest To A Cowboy,Unreleased Songs,Don't need the real thing,Well that's good enough for me,That's just another thing
Closest To A Cowboy,Unreleased Songs,That's just another thing,Don't need the real thing,For me to try to tame
Closest To A Cowboy,Unreleased Songs,For me to try to tame,That's just another thing,Don't know if I could
Closest To A Cowboy,Unreleased Songs,Don't know if I could,For me to try to tame,It might just break me
Closest To A Cowboy,Unreleased Songs,It might just break me,Don't know if I could,I thought there for a little while
Closest To A Cowboy,Unreleased Songs,I thought there for a little while,It might just break me,Every sunset I'd be a riding off with him
Closest To A Cowboy,Unreleased Songs,Every sunset I'd be a riding off with him,I thought there for a little while,
Closest To A Cowboy,Unreleased Songs,Snap buttons on a denim shirt,Every sunset I'd be a riding off with him,Blue jeans and a little dirt
Closest To A Cowboy,Unreleased Songs,Blue jeans and a little dirt,Snap buttons on a denim shirt,That's the closest you'll see me
Closest To A Cowboy,Unreleased Songs,That's the closest you'll see me,Blue jeans and a little dirt,Feet hanging out a pickup truck
Closest To A Cowboy,Unreleased Songs,Feet hanging out a pickup truck,That's the closest you'll see me,Crazy and a little rough
Closest To A Cowboy,Unreleased Songs,Crazy and a little rough,Feet hanging out a pickup truck,Running free
Closest To A Cowboy,Unreleased Songs,Running free,Crazy and a little rough,That's the closest to a cowboy
Closest To A Cowboy,Unreleased Songs,That's the closest to a cowboy,Running free,You'll see me
Closest To A Cowboy,Unreleased Songs,You'll see me,That's the closest to a cowboy,
Closest To A Cowboy,Unreleased Songs,Before I met him,You'll see me,I was so sane and grounded
Closest To A Cowboy,Unreleased Songs,I was so sane and grounded,Before I met him,Before he taught me how to lie
Closest To A Cowboy,Unreleased Songs,Before he taught me how to lie,I was so sane and grounded,And crawl out the window
Closest To A Cowboy,Unreleased Songs,And crawl out the window,Before he taught me how to lie,I learned the dirt roads
Closest To A Cowboy,Unreleased Songs,I learned the dirt roads,And crawl out the window,And I got my heart broken
Closest To A Cowboy,Unreleased Songs,And I got my heart broken,I learned the dirt roads,Cause that cowboy taught me how to cry
Closest To A Cowboy,Unreleased Songs,Cause that cowboy taught me how to cry,And I got my heart broken,And how to let go
Closest To A Cowboy,Unreleased Songs,And how to let go,Cause that cowboy taught me how to cry,I thought there for a little while
Closest To A Cowboy,Unreleased Songs,I thought there for a little while,And how to let go,Every sunset I'd be a riding off with him
Closest To A Cowboy,Unreleased Songs,It was all a little,You'll see me,Wonderful and strange
Closest To A Cowboy,Unreleased Songs,Wonderful and strange,It was all a little,But I'll never look
Closest To A Cowboy,Unreleased Songs,But I'll never look,Wonderful and strange,At a sunset the same night
Closest To A Cowboy,Unreleased Songs,At a sunset the same night,But I'll never look,
Closest To A Cowboy,Unreleased Songs,Snap buttons on a denim shirt,At a sunset the same night,Blue jeans and a little dirt
Closest To A Cowboy,Unreleased Songs,Running free,Crazy and a little rough,Sitting fishing by the river bank
Closest To A Cowboy,Unreleased Songs,Sitting fishing by the river bank,Running free,Swimming in the water tank
Closest To A Cowboy,Unreleased Songs,Swimming in the water tank,Sitting fishing by the river bank,That's the closest you'll see me
Closest To A Cowboy,Unreleased Songs,That's the closest you'll see me,Swimming in the water tank,Feet hanging out a pickup truck
Closest To A Cowboy,Unreleased Songs,You'll see me,That's the closest to a cowboy,
Cross My Heart,Unreleased Songs,I've been counting days and,,I've been being patient
Cross My Heart,Unreleased Songs,I've been being patient,I've been counting days and,About a little thing called love
Cross My Heart,Unreleased Songs,About a little thing called love,I've been being patient,Crossing all my fingers
Cross My Heart,Unreleased Songs,Crossing all my fingers,About a little thing called love,Letting my heart linger
Cross My Heart,Unreleased Songs,Letting my heart linger,Crossing all my fingers,Trying to get some help from up above
Cross My Heart,Unreleased Songs,Trying to get some help from up above,Letting my heart linger,
Cross My Heart,Unreleased Songs,I don't want to jinx my luck,Trying to get some help from up above,I've left it all behind me
Cross My Heart,Unreleased Songs,I've left it all behind me,I don't want to jinx my luck,And I've been hoping every day
Cross My Heart,Unreleased Songs,And I've been hoping every day,I've left it all behind me,That someday you will find me
Cross My Heart,Unreleased Songs,That someday you will find me,And I've been hoping every day,
Cross My Heart,Unreleased Songs,So I cross my heart and hope for you,That someday you will find me,Knock on wood and rope the moon
Cross My Heart,Unreleased Songs,Knock on wood and rope the moon,So I cross my heart and hope for you,I'll pray for you and me and hope I'm right
Cross My Heart,Unreleased Songs,I'll pray for you and me and hope I'm right,Knock on wood and rope the moon,And I wait around that old wishing well
Cross My Heart,Unreleased Songs,And I wait around that old wishing well,I'll pray for you and me and hope I'm right,You never know if time will tell
Cross My Heart,Unreleased Songs,You never know if time will tell,And I wait around that old wishing well,I cross my heart and hope for you tonight
Cross My Heart,Unreleased Songs,I cross my heart and hope for you tonight,You never know if time will tell,
Cross My Heart,Unreleased Songs,Dreaming of you baby,I cross my heart and hope for you tonight,I've been thinking maybe
Cross My Heart,Unreleased Songs,I've been thinking maybe,Dreaming of you baby,There is something I can do
Cross My Heart,Unreleased Songs,There is something I can do,I've been thinking maybe,'Cause I've been on the verge of
Cross My Heart,Unreleased Songs,'Cause I've been on the verge of,There is something I can do,Running around in circles
Cross My Heart,Unreleased Songs,Running around in circles,'Cause I've been on the verge of,Baby all I want is you
Cross My Heart,Unreleased Songs,Baby all I want is you,Running around in circles,
Cross My Heart,Unreleased Songs,I don't want to jinx my luck,Baby all I want is you,I've left it all behind me
Cross My Heart,Unreleased Songs,Do you believe in miracles,I cross my heart and hope for you tonight,Please tell me if you've seen one
Cross My Heart,Unreleased Songs,Please tell me if you've seen one,Do you believe in miracles,I'd like to know just where to go
Cross My Heart,Unreleased Songs,I'd like to know just where to go,Please tell me if you've seen one,Because I think I need one
Cross My Heart,Unreleased Songs,Because I think I need one,I'd like to know just where to go,
Cross My Heart,Unreleased Songs,So I cross my heart and hope for you,Because I think I need one,Knock on wood and rope the moon
Cross My Heart,Unreleased Songs,So I cross my heart and hope for you,I cross my heart and hope for you tonight,Knock on wood and rope the moon
Cross My Heart,Unreleased Songs,I cross my heart and hope for you tonight,You never know if time will tell,
Didn’t They,Unreleased Songs,She walks to school,,With her arms crossed
Didn’t They,Unreleased Songs,With her arms crossed,She walks to school,It's just another day
Didn’t They,Unreleased Songs,It's just another day,With her arms crossed,At 10 o clock she hears this screaming
Didn’t They,Unreleased Songs,At 10 o clock she hears this screaming,It's just another day,Then finally she sees them
Didn’t They,Unreleased Songs,Then finally she sees them,At 10 o clock she hears this screaming,It's scary how things change
Didn’t They,Unreleased Songs,It's scary how things change,Then finally she sees them,And I saw the story on the news
Didn’t They,Unreleased Songs,And I saw the story on the news,It's scary how things change,I saw the footage from the roof
Didn’t They,Unreleased Songs,I saw the footage from the roof,And I saw the story on the news,I sat down and cried
Didn’t They,Unreleased Songs,I sat down and cried,I saw the footage from the roof,
Didn’t They,Unreleased Songs,Didn't she call you,I sat down and cried,Didn't she need you bad enough
Didn’t They,Unreleased Songs,Didn't she need you bad enough,Didn't she call you,Was there some reason
Didn’t They,Unreleased Songs,Was there some reason,Didn't she need you bad enough,I'm not aware of
Didn’t They,Unreleased Songs,I'm not aware of,Was there some reason,Did you not write it down
Didn’t They,Unreleased Songs,Did you not write it down,I'm not aware of,Just one more thing to do
Didn’t They,Unreleased Songs,Just one more thing to do,Did you not write it down,Where were you
Didn’t They,Unreleased Songs,Where were you,Just one more thing to do,And didn't she pray too
Didn’t They,Unreleased Songs,And didn't she pray too,Where were you,
Didn’t They,Unreleased Songs,He kissed his wife goodbye,And didn't she pray too,And took the earliest flight
Didn’t They,Unreleased Songs,And took the earliest flight,He kissed his wife goodbye,So he could be home that night
Didn’t They,Unreleased Songs,So he could be home that night,And took the earliest flight,To put his kids to sleep
Didn’t They,Unreleased Songs,To put his kids to sleep,So he could be home that night,Down the aisle
Didn’t They,Unreleased Songs,Down the aisle,To put his kids to sleep,Three men walked and said
Didn’t They,Unreleased Songs,Three men walked and said,Down the aisle,We're here to die for our God
Didn’t They,Unreleased Songs,We're here to die for our God,Three men walked and said,He stood up and said that's funny
Didn’t They,Unreleased Songs,He stood up and said that's funny,We're here to die for our God,Cause my God died for me
Didn’t They,Unreleased Songs,Cause my God died for me,He stood up and said that's funny,I put the magazine down
Didn’t They,Unreleased Songs,I put the magazine down,Cause my God died for me,I read his words out loud
Didn’t They,Unreleased Songs,I read his words out loud,I put the magazine down,I sat down and cried
Didn’t They,Unreleased Songs,I sat down and cried,I read his words out loud,
Didn’t They,Unreleased Songs,And didn't he call you,I sat down and cried,Didn't he need you bad enough
Didn’t They,Unreleased Songs,Didn't he need you bad enough,And didn't he call you,Was there some reason
Didn’t They,Unreleased Songs,Was there some reason,Didn't he need you bad enough,I'm not aware of
Didn’t They,Unreleased Songs,Where were you,Just one more thing to do,And didn't he pray to oh
Didn’t They,Unreleased Songs,And didn't he pray to oh,Where were you,
Didn’t They,Unreleased Songs,The taxis pulled up,And didn't he pray to oh,On the very day of
Didn’t They,Unreleased Songs,On the very day of,The taxis pulled up,They rode 100 floors up
Didn’t They,Unreleased Songs,They rode 100 floors up,On the very day of,Just to come back down
Didn’t They,Unreleased Songs,Just to come back down,They rode 100 floors up,They never thought they'd see the day
Didn’t They,Unreleased Songs,They never thought they'd see the day,Just to come back down,That the tower's up in flames
Didn’t They,Unreleased Songs,That the tower's up in flames,They never thought they'd see the day,There was nothing left to say
Didn’t They,Unreleased Songs,There was nothing left to say,That the tower's up in flames,When it all came down
Didn’t They,Unreleased Songs,When it all came down,There was nothing left to say,
Didn’t They,Unreleased Songs,And didn't they call you,When it all came down,Didn't they need you bad enough
Didn’t They,Unreleased Songs,Didn't they need you bad enough,And didn't they call you,Was there some reason
Didn’t They,Unreleased Songs,Was there some reason,Didn't they need you bad enough,I'm not aware of
Didn’t They,Unreleased Songs,Where were you,Just one more thing to do,Where were you
Didn’t They,Unreleased Songs,Where were you,Where were you,And didn't they pray to
Didn’t They,Unreleased Songs,And didn't they pray to,Where were you,Oh
Didn’t They,Unreleased Songs,Oh,And didn't they pray to,
Didn’t They,Unreleased Songs,I walk to school,Oh,And I wear a cross
Didn’t They,Unreleased Songs,And I wear a cross,I walk to school,I'm counting
Didn’t They,Unreleased Songs,I'm counting,And I wear a cross,Every day
Didn’t They,Unreleased Songs,Every day,I'm counting,
Don’t Hate Me For Loving You,Unreleased Songs,My momma stood across the room,,Face to face but never eye to eye
Don’t Hate Me For Loving You,Unreleased Songs,Face to face but never eye to eye,My momma stood across the room,Recalling words we said
Don’t Hate Me For Loving You,Unreleased Songs,Recalling words we said,Face to face but never eye to eye,The battle that we swore
Don’t Hate Me For Loving You,Unreleased Songs,The battle that we swore,Recalling words we said,We'd never fight
Don’t Hate Me For Loving You,Unreleased Songs,We'd never fight,The battle that we swore,Breaking pieces off with every lie
Don’t Hate Me For Loving You,Unreleased Songs,Breaking pieces off with every lie,We'd never fight,A tear came to her eye
Don’t Hate Me For Loving You,Unreleased Songs,A tear came to her eye,Breaking pieces off with every lie,And she said
Don’t Hate Me For Loving You,Unreleased Songs,And she said,A tear came to her eye,
Don’t Hate Me For Loving You,Unreleased Songs,Don't walk away now,And she said,And don't rip my heart out
Don’t Hate Me For Loving You,Unreleased Songs,And don't rip my heart out,Don't walk away now,Don't you block me out tonight
Don’t Hate Me For Loving You,Unreleased Songs,Don't you block me out tonight,And don't rip my heart out,Honey where are you?
Don’t Hate Me For Loving You,Unreleased Songs,Honey where are you?,Don't you block me out tonight,And don't hate me for loving you
Don’t Hate Me For Loving You,Unreleased Songs,And don't hate me for loving you,Honey where are you?,
Don’t Hate Me For Loving You,Unreleased Songs,He walked around my life,And don't hate me for loving you,And made blind
Don’t Hate Me For Loving You,Unreleased Songs,And made blind,He walked around my life,With every single move
Don’t Hate Me For Loving You,Unreleased Songs,With every single move,And made blind,He caught me staring at him
Don’t Hate Me For Loving You,Unreleased Songs,He caught me staring at him,With every single move,Mad about him
Don’t Hate Me For Loving You,Unreleased Songs,Mad about him,He caught me staring at him,Little that I knew
Don’t Hate Me For Loving You,Unreleased Songs,Little that I knew,Mad about him,Love is different
Don’t Hate Me For Loving You,Unreleased Songs,Love is different,Little that I knew,When you play the fool
Don’t Hate Me For Loving You,Unreleased Songs,When you play the fool,Love is different,And all I want to do is say
Don’t Hate Me For Loving You,Unreleased Songs,And all I want to do is say,When you play the fool,
Don’t Hate Me For Loving You,Unreleased Songs,Don't walk away now,And all I want to do is say,And don't rip my heart out
Don’t Hate Me For Loving You,Unreleased Songs,And don't rip my heart out,Don't walk away now,Don't you make cry tonight
Don’t Hate Me For Loving You,Unreleased Songs,Don't you make cry tonight,And don't rip my heart out,Like you always do
Don’t Hate Me For Loving You,Unreleased Songs,Like you always do,Don't you make cry tonight,And don't hate me for loving you
Don’t Hate Me For Loving You,Unreleased Songs,And don't hate me for loving you,Like you always do,
Don’t Hate Me For Loving You,Unreleased Songs,I slammed the door,And don't hate me for loving you,Sat on the floor
Don’t Hate Me For Loving You,Unreleased Songs,Sat on the floor,I slammed the door,Cried into my bed
Don’t Hate Me For Loving You,Unreleased Songs,Cried into my bed,Sat on the floor,Said are you there?
Don’t Hate Me For Loving You,Unreleased Songs,Said are you there?,Cried into my bed,Do you even care?
Don’t Hate Me For Loving You,Unreleased Songs,Do you even care?,Said are you there?,To cross above my head
Don’t Hate Me For Loving You,Unreleased Songs,To cross above my head,Do you even care?,But someone said
Don’t Hate Me For Loving You,Unreleased Songs,But someone said,To cross above my head,
Don’t Hate Me For Loving You,Unreleased Songs,Don't turn away now,But someone said,And don't rip my heart out
Don’t Hate Me For Loving You,Unreleased Songs,And don't rip my heart out,Don't turn away now,Things are meant to happen like this
Don’t Hate Me For Loving You,Unreleased Songs,Things are meant to happen like this,And don't rip my heart out,I know it's right for you
Don’t Hate Me For Loving You,Unreleased Songs,I know it's right for you,Things are meant to happen like this,And don't hate me for loving you
Don’t Hate Me For Loving You,Unreleased Songs,And don't hate me for loving you,I know it's right for you,
Don’t Hate Me For Loving You,Unreleased Songs,I looked up at the sky,And don't hate me for loving you,Face to face and finally
Don’t Hate Me For Loving You,Unreleased Songs,Face to face and finally,I looked up at the sky,Eye to eye
Don’t Hate Me For Loving You,Unreleased Songs,Eye to eye,Face to face and finally,
Down Came The Rain,Unreleased Songs,Here in my mind the sky looks the same,,On every day you loved me
Down Came The Rain,Unreleased Songs,On every day you loved me,Here in my mind the sky looks the same,When we started home it started to rain
Down Came The Rain,Unreleased Songs,When we started home it started to rain,On every day you loved me,You put your coat around me
Down Came The Rain,Unreleased Songs,You put your coat around me,When we started home it started to rain,We stood there in the road
Down Came The Rain,Unreleased Songs,We stood there in the road,You put your coat around me,You held me so close
Down Came The Rain,Unreleased Songs,You held me so close,We stood there in the road,But did you ever let go
Down Came The Rain,Unreleased Songs,But did you ever let go,You held me so close,
Down Came The Rain,Unreleased Songs,Down came the rain,But did you ever let go,Lightning and thunder
Down Came The Rain,Unreleased Songs,Lightning and thunder,Down came the rain,We tried in vain
Down Came The Rain,Unreleased Songs,We tried in vain,Lightning and thunder,To hold on to each other
Down Came The Rain,Unreleased Songs,To hold on to each other,We tried in vain,Winds of change blew you away from me
Down Came The Rain,Unreleased Songs,Winds of change blew you away from me,To hold on to each other,"Right here right now, I feel it on my skin"
Down Came The Rain,Unreleased Songs,"Right here right now, I feel it on my skin",Winds of change blew you away from me,The bitter sting of what we could've been
Down Came The Rain,Unreleased Songs,The bitter sting of what we could've been,"Right here right now, I feel it on my skin",Just when our love was like a burning flame
Down Came The Rain,Unreleased Songs,Just when our love was like a burning flame,The bitter sting of what we could've been,Down came the rain
Down Came The Rain,Unreleased Songs,Down came the rain,Just when our love was like a burning flame,
Down Came The Rain,Unreleased Songs,In through the window I see her with you,Down came the rain,"I'm soaked to the skin, you're warm and dry"
Down Came The Rain,Unreleased Songs,"I'm soaked to the skin, you're warm and dry",In through the window I see her with you,I guess the storm is over for you
Down Came The Rain,Unreleased Songs,I guess the storm is over for you,"I'm soaked to the skin, you're warm and dry",But look at the tears here in my eyes
Down Came The Rain,Unreleased Songs,But look at the tears here in my eyes,I guess the storm is over for you,I just stood there like a ghost
Down Came The Rain,Unreleased Songs,I just stood there like a ghost,But look at the tears here in my eyes,As you held her so close
Down Came The Rain,Unreleased Songs,As you held her so close,I just stood there like a ghost,And as I let you go
Down Came The Rain,Unreleased Songs,And as I let you go,As you held her so close,
Down Came The Rain,Unreleased Songs,Down came the rain,And as I let you go,Lightning and thunder
Down Came The Rain,Unreleased Songs,Winds of change blew you away from me,To hold on to each other,Love like this changes who you are
Down Came The Rain,Unreleased Songs,Love like this changes who you are,Winds of change blew you away from me,Every kiss you gave me is a scar
Down Came The Rain,Unreleased Songs,Every kiss you gave me is a scar,Love like this changes who you are,Just when our love was like a burning flame
Down Came The Rain,Unreleased Songs,Just when our love was like a burning flame,Every kiss you gave me is a scar,Down came the rain
Down Came The Rain,Unreleased Songs,All I need is to move on fast,Down came the rain,But all I want is to have you back
Down Came The Rain,Unreleased Songs,But all I want is to have you back,All I need is to move on fast,And it just keeps falling…
Down Came The Rain,Unreleased Songs,And it just keeps falling…,But all I want is to have you back,
Down Came The Rain,Unreleased Songs,Down came the rain,And it just keeps falling…,Lightning and thunder
Down Came The Rain,Unreleased Songs,Down came the rain,Down came the rain,
Fall Back On You,Unreleased Songs,Isn't it funny how many times we can say,,"We drawn the line, cross it out, turn the page"
Fall Back On You,Unreleased Songs,"We drawn the line, cross it out, turn the page",Isn't it funny how many times we can say,And moved on
Fall Back On You,Unreleased Songs,And moved on,"We drawn the line, cross it out, turn the page",That's what we thought
Fall Back On You,Unreleased Songs,That's what we thought,And moved on,
Fall Back On You,Unreleased Songs,But here I am in the same old car,That's what we thought,Having myself another same old brown-eyed bar
Fall Back On You,Unreleased Songs,Having myself another same old brown-eyed bar,But here I am in the same old car,"Uh oh, uh oh"
Fall Back On You,Unreleased Songs,"Uh oh, uh oh",Having myself another same old brown-eyed bar,
Fall Back On You,Unreleased Songs,I won't tell nobody,"Uh oh, uh oh",I won't tell my friends
Fall Back On You,Unreleased Songs,I won't tell my friends,I won't tell nobody,We'll just drive down this road till the one we're on ends
Fall Back On You,Unreleased Songs,We'll just drive down this road till the one we're on ends,I won't tell my friends,And we'll tell each other things like I need you
Fall Back On You,Unreleased Songs,And we'll tell each other things like I need you,We'll just drive down this road till the one we're on ends,
Fall Back On You,Unreleased Songs,You and me,And we'll tell each other things like I need you,Baby this is what we do
Fall Back On You,Unreleased Songs,Baby this is what we do,You and me,I may see
Fall Back On You,Unreleased Songs,I may see,Baby this is what we do,There are people you just come back to
Fall Back On You,Unreleased Songs,There are people you just come back to,I may see,So fall back on me
Fall Back On You,Unreleased Songs,So fall back on me,There are people you just come back to,Fall back on you
Fall Back On You,Unreleased Songs,Fall back on you,So fall back on me,
Fall Back On You,Unreleased Songs,You always let someone come in between,Fall back on you,Your talking round the truth and never say what we mean
Fall Back On You,Unreleased Songs,Your talking round the truth and never say what we mean,You always let someone come in between,Look at all this wasted time
Fall Back On You,Unreleased Songs,Look at all this wasted time,Your talking round the truth and never say what we mean,
Fall Back On You,Unreleased Songs,I won't tell nobody,Look at all this wasted time,I won't tell my friends
Fall Back On You,Unreleased Songs,Maybe we'll last,Fall back on you,Maybe we won't
Fall Back On You,Unreleased Songs,Maybe we won't,Maybe we'll last,Maybe we'll stop talking and I'll haunt you like a ghost
Fall Back On You,Unreleased Songs,Maybe we'll stop talking and I'll haunt you like a ghost,Maybe we won't,"But just, baby, get along with me"
Fall Back On You,Unreleased Songs,"But just, baby, get along with me",Maybe we'll stop talking and I'll haunt you like a ghost,
Fall Back On You,Unreleased Songs,You and me,"But just, baby, get along with me",Baby this is what we do
Fall Back On You,Unreleased Songs,Fall back on you,So fall back on me,
Firefly,Unreleased Songs,Someone struck a match against the night,,All I could see was you and I
Firefly,Unreleased Songs,All I could see was you and I,Someone struck a match against the night,I was captivated
Firefly,Unreleased Songs,I was captivated,All I could see was you and I,A perfect little dream inside my head
Firefly,Unreleased Songs,A perfect little dream inside my head,I was captivated,"And then reality crept in, and erased it"
Firefly,Unreleased Songs,"And then reality crept in, and erased it",A perfect little dream inside my head,
Firefly,Unreleased Songs,For a while I thought that I could hold you,"And then reality crept in, and erased it",But you were just a temporary high
Firefly,Unreleased Songs,But you were just a temporary high,For a while I thought that I could hold you,
Firefly,Unreleased Songs,Firefly you drew me to you,But you were just a temporary high,Your beauty shines and lights up the sky
Firefly,Unreleased Songs,Your beauty shines and lights up the sky,Firefly you drew me to you,"And you don't know it, do you?"
Firefly,Unreleased Songs,"And you don't know it, do you?",Your beauty shines and lights up the sky,I wish I could keep you firefly
Firefly,Unreleased Songs,I wish I could keep you firefly,"And you don't know it, do you?",Firefly
Firefly,Unreleased Songs,Firefly,I wish I could keep you firefly,
Firefly,Unreleased Songs,Something so beautiful and free,Firefly,Was as never meant to be caged in
Firefly,Unreleased Songs,Was as never meant to be caged in,Something so beautiful and free,I thought I had you in my hand
Firefly,Unreleased Songs,I thought I had you in my hand,Was as never meant to be caged in,"I tried to catch you, but I can't"
Firefly,Unreleased Songs,"I tried to catch you, but I can't",I thought I had you in my hand,Chase the wind
Firefly,Unreleased Songs,Chase the wind,"I tried to catch you, but I can't",
Firefly,Unreleased Songs,And just as I reach out to touch you,Chase the wind,I remind myself you were meant to fly
Firefly,Unreleased Songs,I remind myself you were meant to fly,And just as I reach out to touch you,
Firefly,Unreleased Songs,Firefly you drew me to you,I remind myself you were meant to fly,Your beauty shines and lights up the sky
Firefly,Unreleased Songs,I like to think I'd be all that you wanted,Firefly,Not even that is enough
Firefly,Unreleased Songs,Not even that is enough,I like to think I'd be all that you wanted,
Firefly,Unreleased Songs,Firefly you drew me to you,Not even that is enough,Your beauty shines and lights up the sky
Firefly,Unreleased Songs,Firefly,I wish I could keep you firefly,
Gracie,Unreleased Songs,My name's Gracie,,I'll be five in May
Gracie,Unreleased Songs,I'll be five in May,My name's Gracie,Kind of scared cause
Gracie,Unreleased Songs,Kind of scared cause,I'll be five in May,I've never been on a plane
Gracie,Unreleased Songs,I've never been on a plane,Kind of scared cause,My mama says that it'll be alright
Gracie,Unreleased Songs,My mama says that it'll be alright,I've never been on a plane,Cause I'm going to see my daddy tonight
Gracie,Unreleased Songs,Cause I'm going to see my daddy tonight,My mama says that it'll be alright,And she says that
Gracie,Unreleased Songs,And she says that,Cause I'm going to see my daddy tonight,
Gracie,Unreleased Songs,There's a whole a lot of good people in heaven,And she says that,And I don't wanna get there too soon
Gracie,Unreleased Songs,And I don't wanna get there too soon,There's a whole a lot of good people in heaven,And I know there's a God because I met him
Gracie,Unreleased Songs,And I know there's a God because I met him,And I don't wanna get there too soon,And I see it when I'm looking at you
Gracie,Unreleased Songs,And I see it when I'm looking at you,And I know there's a God because I met him,There ain't no accidents in what we do
Gracie,Unreleased Songs,There ain't no accidents in what we do,And I see it when I'm looking at you,
Gracie,Unreleased Songs,My name's Heather,There ain't no accidents in what we do,Guess we're on the same flight
Gracie,Unreleased Songs,Guess we're on the same flight,My name's Heather,Don't mind Gracie
Gracie,Unreleased Songs,Don't mind Gracie,Guess we're on the same flight,She could talk to you all night
Gracie,Unreleased Songs,She could talk to you all night,Don't mind Gracie,She's finally well enough to travel
Gracie,Unreleased Songs,She's finally well enough to travel,She could talk to you all night,Doctor says she's in the clear
Gracie,Unreleased Songs,Doctor says she's in the clear,She's finally well enough to travel,She's been in and out of hospital
Gracie,Unreleased Songs,She's been in and out of hospital,Doctor says she's in the clear,Since the beginning of the year
Gracie,Unreleased Songs,Since the beginning of the year,She's been in and out of hospital,
Gracie,Unreleased Songs,There's a whole a lot of good people in heaven,Since the beginning of the year,And I don't wanna get there too soon
Gracie,Unreleased Songs,James T. Johnson,There ain't no accidents in what we do,That's her daddy's name
Gracie,Unreleased Songs,That's her daddy's name,James T. Johnson,He's been overseas
Gracie,Unreleased Songs,He's been overseas,That's her daddy's name,It'll be a year today
Gracie,Unreleased Songs,It'll be a year today,He's been overseas,He never talked about being scared over the phone
Gracie,Unreleased Songs,He never talked about being scared over the phone,It'll be a year today,He just said me and Gracie will come and take him on
Gracie,Unreleased Songs,He just said me and Gracie will come and take him on,He never talked about being scared over the phone,
Gracie,Unreleased Songs,There's a whole a lot of good people in heaven,He just said me and Gracie will come and take him on,And I don't wanna get there too soon
Gracie,Unreleased Songs,And the people that we meet,There ain't no accidents in what we do,As we go through the rain
Gracie,Unreleased Songs,As we go through the rain,And the people that we meet,There are no accidents in what we do
Gracie,Unreleased Songs,There are no accidents in what we do,As we go through the rain,
Her*,Unreleased Songs,There's a girl that you want,,She's everything that I am not
Her*,Unreleased Songs,She's everything that I am not,There's a girl that you want,And you can't stop thinking about her
Her*,Unreleased Songs,And you can't stop thinking about her,She's everything that I am not,There's a thin little line
Her*,Unreleased Songs,There's a thin little line,And you can't stop thinking about her,And it's like you cross it every time
Her*,Unreleased Songs,And it's like you cross it every time,There's a thin little line,When you can't stop thinking about her
Her*,Unreleased Songs,When you can't stop thinking about her,And it's like you cross it every time,
I’d Lie,Unreleased Songs,I don't think that passenger seat,,Has ever looked this good to me
I’d Lie,Unreleased Songs,Has ever looked this good to me,I don't think that passenger seat,He tells me about his night
I’d Lie,Unreleased Songs,He tells me about his night,Has ever looked this good to me,And I count the colors in his eyes
I’d Lie,Unreleased Songs,And I count the colors in his eyes,He tells me about his night,"He'll never fall in love, he swears"
I’d Lie,Unreleased Songs,"He'll never fall in love, he swears",And I count the colors in his eyes,As he runs his fingers through his hair
I’d Lie,Unreleased Songs,As he runs his fingers through his hair,"He'll never fall in love, he swears",I'm laughing 'cause I hope he's wrong
I’d Lie,Unreleased Songs,I'm laughing 'cause I hope he's wrong,As he runs his fingers through his hair,And I don't think it ever crossed his mind
I’d Lie,Unreleased Songs,And I don't think it ever crossed his mind,I'm laughing 'cause I hope he's wrong,"He tells a joke, I fake a smile"
I’d Lie,Unreleased Songs,"He tells a joke, I fake a smile",And I don't think it ever crossed his mind,But I know all his favorite songs
I’d Lie,Unreleased Songs,But I know all his favorite songs,"He tells a joke, I fake a smile",
I’d Lie,Unreleased Songs,And I could tell you his favorite color's green,But I know all his favorite songs,"He loves to argue, born on the seventeenth"
