Song,Album,Lyric,Previous Lyric,Next Lyric
Jump Then Fall,Fearless (Platinum Edition),I'll catch you,When people say things that bring you to your knees,The time is gonna come when you're so mad you could cry
Jump Then Fall,Fearless (Platinum Edition),The time is gonna come when you're so mad you could cry,I'll catch you,But I'll hold you through the night until you smile
Jump Then Fall,Fearless (Platinum Edition),But I'll hold you through the night until you smile,The time is gonna come when you're so mad you could cry,"Whoa oh, I need you, baby"
Jump Then Fall,Fearless (Platinum Edition),"Whoa oh, I need you, baby",But I'll hold you through the night until you smile,"Don't be afraid, please"
Jump Then Fall,Fearless (Platinum Edition),"Don't be afraid, please","Whoa oh, I need you, baby",Jump then fall
Jump Then Fall,Fearless (Platinum Edition),Jump then fall,"Don't be afraid, please",Jump then fall into me
Jump Then Fall,Fearless (Platinum Edition),Jump then fall into me,Jump then fall,
Jump Then Fall,Fearless (Platinum Edition),So jump then fall,'Cause I'm gonna stay through it all,"Jump then fall, baby"
Jump Then Fall,Fearless (Platinum Edition),"Jump then fall, baby",So jump then fall,"Jump then fall into me, into me"
Jump Then Fall,Fearless (Platinum Edition),"Jump then fall into me, into me","Jump then fall, baby",
Jump Then Fall,Fearless (Platinum Edition),"Every time you smile, I smile","Jump then fall into me, into me","And every time you shine, I shine"
Jump Then Fall,Fearless (Platinum Edition),"And every time you shine, I shine","Every time you smile, I smile",And every time you're here
Jump Then Fall,Fearless (Platinum Edition),And every time you're here,"And every time you shine, I shine","Baby, I'll show you, I'll show you"
Jump Then Fall,Fearless (Platinum Edition),"Baby, I'll show you, I'll show you",And every time you're here,"You can jump then fall, jump then fall"
Jump Then Fall,Fearless (Platinum Edition),"You can jump then fall, jump then fall","Baby, I'll show you, I'll show you","Jump then fall into me, into me, yeah"
Jump Then Fall,Fearless (Platinum Edition),"Jump then fall into me, into me, yeah","You can jump then fall, jump then fall",
SuperStar,Fearless (Platinum Edition),This is wrong but I can't help but feel like,,There ain't nothing more right babe
SuperStar,Fearless (Platinum Edition),There ain't nothing more right babe,This is wrong but I can't help but feel like,Misty morning comes again and I can't
SuperStar,Fearless (Platinum Edition),Misty morning comes again and I can't,There ain't nothing more right babe,Help but wish I could see your face
SuperStar,Fearless (Platinum Edition),Help but wish I could see your face,Misty morning comes again and I can't,And I knew from the first note played
SuperStar,Fearless (Platinum Edition),And I knew from the first note played,Help but wish I could see your face,I'd be breaking all my rules to see you
SuperStar,Fearless (Platinum Edition),I'd be breaking all my rules to see you,And I knew from the first note played,You smile that beautiful smile and all the girls in the front row
SuperStar,Fearless (Platinum Edition),You smile that beautiful smile and all the girls in the front row,I'd be breaking all my rules to see you,Scream your name
SuperStar,Fearless (Platinum Edition),Scream your name,You smile that beautiful smile and all the girls in the front row,
SuperStar,Fearless (Platinum Edition),"So dim that spotlight, tell me things like",Scream your name,I can't take my eyes off of you
SuperStar,Fearless (Platinum Edition),I can't take my eyes off of you,"So dim that spotlight, tell me things like","I'm no one special, just another wide-eyed girl"
SuperStar,Fearless (Platinum Edition),"I'm no one special, just another wide-eyed girl",I can't take my eyes off of you,Who's desperately in love with you
SuperStar,Fearless (Platinum Edition),Who's desperately in love with you,"I'm no one special, just another wide-eyed girl","Give me a photograph to hang on my wall, superstar"
SuperStar,Fearless (Platinum Edition),"Give me a photograph to hang on my wall, superstar",Who's desperately in love with you,
SuperStar,Fearless (Platinum Edition),Good morning loneliness,"Give me a photograph to hang on my wall, superstar",Comes around when I'm not dreaming about you
SuperStar,Fearless (Platinum Edition),Comes around when I'm not dreaming about you,Good morning loneliness,When my world wakes up today
SuperStar,Fearless (Platinum Edition),When my world wakes up today,Comes around when I'm not dreaming about you,You'll be in another town
SuperStar,Fearless (Platinum Edition),You'll be in another town,When my world wakes up today,And I knew when I saw your face
SuperStar,Fearless (Platinum Edition),And I knew when I saw your face,You'll be in another town,I'd be counting down the ways to see you
SuperStar,Fearless (Platinum Edition),I'd be counting down the ways to see you,And I knew when I saw your face,You smile that beautiful smile and all the girls in the front row Scream your name
SuperStar,Fearless (Platinum Edition),You smile that beautiful smile and all the girls in the front row Scream your name,I'd be counting down the ways to see you,
SuperStar,Fearless (Platinum Edition),"So dim that spotlight, tell me things like",You smile that beautiful smile and all the girls in the front row Scream your name,I can't take my eyes off of you
SuperStar,Fearless (Platinum Edition),"You played in bars, you play guitar","Give me a photograph to hang on my wall, superstar",And I'm invisible and everyone knows who you are
SuperStar,Fearless (Platinum Edition),And I'm invisible and everyone knows who you are,"You played in bars, you play guitar","And you'll never see, you sing me to sleep"
SuperStar,Fearless (Platinum Edition),"And you'll never see, you sing me to sleep",And I'm invisible and everyone knows who you are,Every night from the radio
SuperStar,Fearless (Platinum Edition),Every night from the radio,"And you'll never see, you sing me to sleep",
SuperStar,Fearless (Platinum Edition),"So dim that spotlight, tell me things like",Every night from the radio,I can't take my eyes off of you
SuperStar,Fearless (Platinum Edition),"Sweet, sweet superstar","Give me a photograph to hang on my wall, superstar",Superstar
SuperStar,Fearless (Platinum Edition),Superstar,"Sweet, sweet superstar",
Crazier,Hannah Montana: The Movie,I'd never gone with the wind,,Just let it flow
Crazier,Hannah Montana: The Movie,Just let it flow,I'd never gone with the wind,Let it take me where it wants to go
Crazier,Hannah Montana: The Movie,Let it take me where it wants to go,Just let it flow,'Til you open the door
Crazier,Hannah Montana: The Movie,'Til you open the door,Let it take me where it wants to go,There's so much more
Crazier,Hannah Montana: The Movie,There's so much more,'Til you open the door,I'd never seen it before
Crazier,Hannah Montana: The Movie,I'd never seen it before,There's so much more,I was trying to fly
Crazier,Hannah Montana: The Movie,I was trying to fly,I'd never seen it before,But I couldn't find wings
Crazier,Hannah Montana: The Movie,But I couldn't find wings,I was trying to fly,But you came along and you changed everything
Crazier,Hannah Montana: The Movie,But you came along and you changed everything,But I couldn't find wings,
Crazier,Hannah Montana: The Movie,You lift my feet off the ground,But you came along and you changed everything,You spin me around
Crazier,Hannah Montana: The Movie,You spin me around,You lift my feet off the ground,"You make me crazier, crazier"
Crazier,Hannah Montana: The Movie,"You make me crazier, crazier",You spin me around,Feels like I'm falling and I am lost in your eyes
Crazier,Hannah Montana: The Movie,Feels like I'm falling and I am lost in your eyes,"You make me crazier, crazier","You make me crazier, crazier, crazier"
Crazier,Hannah Montana: The Movie,"You make me crazier, crazier, crazier",Feels like I'm falling and I am lost in your eyes,
Crazier,Hannah Montana: The Movie,I've watched from a distance as you made life your own,"You make me crazier, crazier, crazier",Every sky was your own kind of blue
Crazier,Hannah Montana: The Movie,Every sky was your own kind of blue,I've watched from a distance as you made life your own,And I wanted to know how that would feel
Crazier,Hannah Montana: The Movie,And I wanted to know how that would feel,Every sky was your own kind of blue,And you made it so real
Crazier,Hannah Montana: The Movie,And you made it so real,And I wanted to know how that would feel,You showed me something that I couldn't see
Crazier,Hannah Montana: The Movie,You showed me something that I couldn't see,And you made it so real,You opened my eyes
Crazier,Hannah Montana: The Movie,You opened my eyes,You showed me something that I couldn't see,And you made me believe
Crazier,Hannah Montana: The Movie,And you made me believe,You opened my eyes,
Crazier,Hannah Montana: The Movie,You lift my feet off the ground,And you made me believe,You spin me around
Crazier,Hannah Montana: The Movie,Feels like I'm falling and I am lost in your eyes,"You make me crazier, crazier","You make me crazier, crazier, crazier, oh"
Crazier,Hannah Montana: The Movie,"You make me crazier, crazier, crazier, oh",Feels like I'm falling and I am lost in your eyes,
Crazier,Hannah Montana: The Movie,Baby you showed me what living is for,"You make me crazier, crazier, crazier, oh",I don't want to hide anymore
Crazier,Hannah Montana: The Movie,I don't want to hide anymore,Baby you showed me what living is for,Oh oh
Crazier,Hannah Montana: The Movie,Oh oh,I don't want to hide anymore,
Crazier,Hannah Montana: The Movie,You lift my feet off the ground,Oh oh,You spin me around
Crazier,Hannah Montana: The Movie,"You make me crazier, crazier, crazier",Feels like I'm falling and I am lost in your eyes,"Crazier, crazier"
Crazier,Hannah Montana: The Movie,"Crazier, crazier","You make me crazier, crazier, crazier",
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Everybody's waiting,,Everybody's watching
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Everybody's watching,Everybody's waiting,Even when you're sleeping
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Even when you're sleeping,Everybody's watching,Keep your ey-eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your ey-eyes open,Even when you're sleeping,
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,The tricky thing,Keep your ey-eyes open,Is yesterday we were just children
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Is yesterday we were just children,The tricky thing,Playing soldiers
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Playing soldiers,Is yesterday we were just children,Just pretending
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Just pretending,Playing soldiers,Dreaming dreams with happy endings
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Dreaming dreams with happy endings,Just pretending,"In backyards, winning battles with our wooden swords"
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,"In backyards, winning battles with our wooden swords",Dreaming dreams with happy endings,But now we've stepped into a cruel world
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,But now we've stepped into a cruel world,"In backyards, winning battles with our wooden swords",Where everybody stands and keeps score
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Where everybody stands and keeps score,But now we've stepped into a cruel world,Keep your eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your eyes open,Where everybody stands and keeps score,
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Everybody's waiting for you to break down,Keep your eyes open,Everybody's watching to see the fallout
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Everybody's watching to see the fallout,Everybody's waiting for you to break down,"Even when you're sleeping, sleeping"
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,"Even when you're sleeping, sleeping",Everybody's watching to see the fallout,Keep your ey-eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your ey-eyes open,"Even when you're sleeping, sleeping",Keep your ey-eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your ey-eyes open,Keep your ey-eyes open,Keep your ey-eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your ey-eyes open,Keep your ey-eyes open,
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,"So here you are, two steps ahead and staying on guard",Keep your ey-eyes open,Every lesson forms a new scar
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Every lesson forms a new scar,"So here you are, two steps ahead and staying on guard",They never thought you'd make it this far
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,They never thought you'd make it this far,Every lesson forms a new scar,But turn around (turn around)
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,But turn around (turn around),They never thought you'd make it this far,"Oh, they've surrounded you"
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,"Oh, they've surrounded you",But turn around (turn around),It's a showdown (showdown)
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,It's a showdown (showdown),"Oh, they've surrounded you",And nobody comes to save you now
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,And nobody comes to save you now,It's a showdown (showdown),But you've got something they don't
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,But you've got something they don't,And nobody comes to save you now,Yeah you've got something they don't
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Yeah you've got something they don't,But you've got something they don't,You've just got to keep your eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,You've just got to keep your eyes open,Yeah you've got something they don't,
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Everybody's waiting for you to break down,You've just got to keep your eyes open,Everybody's watching to see the fallout
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your ey-eyes open,Keep your ey-eyes open,Keep your ey-eyes
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your ey-eyes,Keep your ey-eyes open,
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your feet ready,Keep your ey-eyes,Heartbeat steady
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Heartbeat steady,Keep your feet ready,Keep your eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your eyes open,Heartbeat steady,Keep your aim locked
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your aim locked,Keep your eyes open,The night goes dark
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,The night goes dark,Keep your aim locked,Keep your eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your eyes open,The night goes dark,(Keep your eyes open)
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,(Keep your eyes open),Keep your eyes open,Keep your eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your eyes open,(Keep your eyes open),Keep your eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your eyes open,Keep your eyes open,Keep your eyes open
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your eyes open,Keep your eyes open,
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,"Even when you're sleeping, sleeping",Everybody's watching to see the fallout,
Eyes Open,The Hunger Games: Songs from District 12 and Beyond,Keep your ey-eyes open,Keep your ey-eyes open,
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,I remember tears streaming down your face,,When I said I'll never let you go
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,When I said I'll never let you go,I remember tears streaming down your face,When all those shadows almost killed your light
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,When all those shadows almost killed your light,When I said I'll never let you go,"I remember you said, ""Don't leave me here alone"""
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,"I remember you said, ""Don't leave me here alone""",When all those shadows almost killed your light,But all that's dead and gone and passed tonight
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,But all that's dead and gone and passed tonight,"I remember you said, ""Don't leave me here alone""",
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Just close your eyes,But all that's dead and gone and passed tonight,The sun is going down
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,The sun is going down,Just close your eyes,You'll be alright
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,You'll be alright,The sun is going down,No one can hurt you now
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,No one can hurt you now,You'll be alright,Come morning light
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Come morning light,No one can hurt you now,You and I'll be safe and sound
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,You and I'll be safe and sound,Come morning light,
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Don't you dare look out your window,You and I'll be safe and sound,"Darling, everything's on fire"
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,"Darling, everything's on fire",Don't you dare look out your window,The war outside our door keeps raging on
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,The war outside our door keeps raging on,"Darling, everything's on fire",Hold on to this lullaby
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Hold on to this lullaby,The war outside our door keeps raging on,Even when (the) music's gone
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Even when (the) music's gone,Hold on to this lullaby,Gone
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Gone,Even when (the) music's gone,
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Just close your eyes,Gone,The sun is going down
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,"Ooh, ooh, ooh, ooh, oh, oh",You and I'll be safe and sound,
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Just close your eyes,"Ooh, ooh, ooh, ooh, oh, oh",You'll be alright
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,You'll be alright,Just close your eyes,Come morning light
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,Come morning light,You'll be alright,You and I'll be safe and sound
Safe & Sound,The Hunger Games: Songs from District 12 and Beyond,"Ooh, ooh, ooh, ooh oh oh",You and I'll be safe and sound,
If This Was a Movie,Speak Now (Deluxe),"Last night, I heard my own heart beating",,Sounded like footsteps on my stairs
If This Was a Movie,Speak Now (Deluxe),Sounded like footsteps on my stairs,"Last night, I heard my own heart beating",Six months gone and I'm still reaching
If This Was a Movie,Speak Now (Deluxe),Six months gone and I'm still reaching,Sounded like footsteps on my stairs,Even though I know you're not there
If This Was a Movie,Speak Now (Deluxe),Even though I know you're not there,Six months gone and I'm still reaching,"I was playing back a thousand memories, baby"
If This Was a Movie,Speak Now (Deluxe),"I was playing back a thousand memories, baby",Even though I know you're not there,Thinkin' 'bout everything we've been through
If This Was a Movie,Speak Now (Deluxe),Thinkin' 'bout everything we've been through,"I was playing back a thousand memories, baby",Maybe I've been going back too much lately
If This Was a Movie,Speak Now (Deluxe),Maybe I've been going back too much lately,Thinkin' 'bout everything we've been through,When time stood still and I had you
If This Was a Movie,Speak Now (Deluxe),When time stood still and I had you,Maybe I've been going back too much lately,
If This Was a Movie,Speak Now (Deluxe),"Come back, come back, come back to me like",When time stood still and I had you,"You would, you would if this was a movie"
If This Was a Movie,Speak Now (Deluxe),"You would, you would if this was a movie","Come back, come back, come back to me like",Stand in the rain outside till I came out
If This Was a Movie,Speak Now (Deluxe),Stand in the rain outside till I came out,"You would, you would if this was a movie","Come back, come back, come back to me like"
If This Was a Movie,Speak Now (Deluxe),"Come back, come back, come back to me like",Stand in the rain outside till I came out,"You could, you could if you just said you're sorry"
If This Was a Movie,Speak Now (Deluxe),"You could, you could if you just said you're sorry","Come back, come back, come back to me like",I know that we could work it out somehow
If This Was a Movie,Speak Now (Deluxe),I know that we could work it out somehow,"You could, you could if you just said you're sorry",But if this was a movie you'd be here by now
If This Was a Movie,Speak Now (Deluxe),But if this was a movie you'd be here by now,I know that we could work it out somehow,
If This Was a Movie,Speak Now (Deluxe),I know people change and these things happen,But if this was a movie you'd be here by now,But I remember how it was back then
If This Was a Movie,Speak Now (Deluxe),But I remember how it was back then,I know people change and these things happen,Wrapped up in your arms and our friends were laughing
If This Was a Movie,Speak Now (Deluxe),Wrapped up in your arms and our friends were laughing,But I remember how it was back then,'Cause nothing like this ever happened to them
If This Was a Movie,Speak Now (Deluxe),'Cause nothing like this ever happened to them,Wrapped up in your arms and our friends were laughing,"Now I'm pacing down the hall, chasing down your street"
If This Was a Movie,Speak Now (Deluxe),"Now I'm pacing down the hall, chasing down your street",'Cause nothing like this ever happened to them,Flashback to the night when you said to me
If This Was a Movie,Speak Now (Deluxe),Flashback to the night when you said to me,"Now I'm pacing down the hall, chasing down your street","""Nothing's gonna change, not for me and you"""
If This Was a Movie,Speak Now (Deluxe),"""Nothing's gonna change, not for me and you""",Flashback to the night when you said to me,Not before I knew how much I had to lose
If This Was a Movie,Speak Now (Deluxe),Not before I knew how much I had to lose,"""Nothing's gonna change, not for me and you""",
If This Was a Movie,Speak Now (Deluxe),"Come back, come back, come back to me like",Not before I knew how much I had to lose,"You would, you would if this was a movie"
If This Was a Movie,Speak Now (Deluxe),"If you're out there, if you're somewhere, if you're moving on",But if this was a movie you'd be here by now,I've been waiting for you every day since you've been gone
If This Was a Movie,Speak Now (Deluxe),I've been waiting for you every day since you've been gone,"If you're out there, if you're somewhere, if you're moving on",I just want it back the way it was before
If This Was a Movie,Speak Now (Deluxe),I just want it back the way it was before,I've been waiting for you every day since you've been gone,And I just want to see you back at my front door
If This Was a Movie,Speak Now (Deluxe),And I just want to see you back at my front door,I just want it back the way it was before,
If This Was a Movie,Speak Now (Deluxe),"And I say, ""Come back, come back, come back to me like",And I just want to see you back at my front door,You would before you said it's not that easy
If This Was a Movie,Speak Now (Deluxe),You would before you said it's not that easy,"And I say, ""Come back, come back, come back to me like","Before the fight, before I locked you out"""
If This Was a Movie,Speak Now (Deluxe),"Before the fight, before I locked you out""",You would before you said it's not that easy,But I take it all back now
If This Was a Movie,Speak Now (Deluxe),But I take it all back now,"Before the fight, before I locked you out""",
If This Was a Movie,Speak Now (Deluxe),"Come back, come back, come back to me like",But I take it all back now,"You would, you would if this was a movie"
If This Was a Movie,Speak Now (Deluxe),You'd be here by now,But if this was a movie you'd be here by now,It's not the kind of ending you want to see now
If This Was a Movie,Speak Now (Deluxe),It's not the kind of ending you want to see now,You'd be here by now,"Baby, what about the ending?"
If This Was a Movie,Speak Now (Deluxe),"Baby, what about the ending?",It's not the kind of ending you want to see now,"Oh, I thought you'd be here by now"
If This Was a Movie,Speak Now (Deluxe),"Oh, I thought you'd be here by now","Baby, what about the ending?",Thought you'd be here by now
If This Was a Movie,Speak Now (Deluxe),Thought you'd be here by now,"Oh, I thought you'd be here by now",
Ours,Speak Now (Deluxe),Elevator buttons and morning air,,Strangers' silence makes me want to take the stairs
Ours,Speak Now (Deluxe),Strangers' silence makes me want to take the stairs,Elevator buttons and morning air,"If you were here, we'd laugh about their vacant stares"
Ours,Speak Now (Deluxe),"If you were here, we'd laugh about their vacant stares",Strangers' silence makes me want to take the stairs,"But right now, my time is theirs"
Ours,Speak Now (Deluxe),"But right now, my time is theirs","If you were here, we'd laugh about their vacant stares",Seems like there's always someone who disapproves
Ours,Speak Now (Deluxe),Seems like there's always someone who disapproves,"But right now, my time is theirs",They'll judge it like they know about me and you
Ours,Speak Now (Deluxe),They'll judge it like they know about me and you,Seems like there's always someone who disapproves,And the verdict comes from those with nothing else to do
Ours,Speak Now (Deluxe),And the verdict comes from those with nothing else to do,They'll judge it like they know about me and you,"The jury's out, but my choice is you"
Ours,Speak Now (Deluxe),"The jury's out, but my choice is you",And the verdict comes from those with nothing else to do,
Ours,Speak Now (Deluxe),So don't you worry your pretty little mind,"The jury's out, but my choice is you",People throw rocks at things that shine
Ours,Speak Now (Deluxe),People throw rocks at things that shine,So don't you worry your pretty little mind,And life makes love look hard
Ours,Speak Now (Deluxe),And life makes love look hard,People throw rocks at things that shine,"The stakes are high, the water's rough"
Ours,Speak Now (Deluxe),"The stakes are high, the water's rough",And life makes love look hard,But this love is ours
Ours,Speak Now (Deluxe),But this love is ours,"The stakes are high, the water's rough",
Ours,Speak Now (Deluxe),You never know what people have up their sleeves,But this love is ours,Ghosts from your past gonna jump out at me
Ours,Speak Now (Deluxe),Ghosts from your past gonna jump out at me,You never know what people have up their sleeves,Lurking in the shadows with their lip gloss smiles
Ours,Speak Now (Deluxe),Lurking in the shadows with their lip gloss smiles,Ghosts from your past gonna jump out at me,"But I don't care, 'cause right now, you're mine"
Ours,Speak Now (Deluxe),"But I don't care, 'cause right now, you're mine",Lurking in the shadows with their lip gloss smiles,
Ours,Speak Now (Deluxe),And you'll say,"But I don't care, 'cause right now, you're mine",Don't you worry your pretty little mind
Ours,Speak Now (Deluxe),Don't you worry your pretty little mind,And you'll say,People throw rocks at things that shine
Ours,Speak Now (Deluxe),People throw rocks at things that shine,Don't you worry your pretty little mind,And life makes love look hard
Ours,Speak Now (Deluxe),And it's not theirs to speculate if it's wrong,But this love is ours,"And your hands are tough, but they are where mine belong"
Ours,Speak Now (Deluxe),"And your hands are tough, but they are where mine belong",And it's not theirs to speculate if it's wrong,And I'll fight their doubt and give you faith
Ours,Speak Now (Deluxe),And I'll fight their doubt and give you faith,"And your hands are tough, but they are where mine belong",With this song for you
Ours,Speak Now (Deluxe),With this song for you,And I'll fight their doubt and give you faith,
Ours,Speak Now (Deluxe),'Cause I love the gap between your teeth,With this song for you,And I love the riddles that you speak
Ours,Speak Now (Deluxe),And I love the riddles that you speak,'Cause I love the gap between your teeth,And any snide remarks from my father about your tattoos
Ours,Speak Now (Deluxe),And any snide remarks from my father about your tattoos,And I love the riddles that you speak,Will be ignored
Ours,Speak Now (Deluxe),Will be ignored,And any snide remarks from my father about your tattoos,'Cause my heart is yours
Ours,Speak Now (Deluxe),'Cause my heart is yours,Will be ignored,
Ours,Speak Now (Deluxe),So don't you worry your pretty little mind,'Cause my heart is yours,People throw rocks at things that shine
Ours,Speak Now (Deluxe),And life makes love look hard,People throw rocks at things that shine,Don't you worry your pretty little mind
Ours,Speak Now (Deluxe),Don't you worry your pretty little mind,And life makes love look hard,People throw rocks at things that shine
Ours,Speak Now (Deluxe),People throw rocks at things that shine,Don't you worry your pretty little mind,But they can't take what's ours
Ours,Speak Now (Deluxe),But they can't take what's ours,People throw rocks at things that shine,They can't take what's ours
Ours,Speak Now (Deluxe),They can't take what's ours,But they can't take what's ours,
Ours,Speak Now (Deluxe),"The stakes are high, the water's rough",They can't take what's ours,But this love is ours
Ours,Speak Now (Deluxe),But this love is ours,"The stakes are high, the water's rough",
Superman,Speak Now (Deluxe),"Tall, dark, and superman",,He puts papers in his briefcase and drives away
Superman,Speak Now (Deluxe),He puts papers in his briefcase and drives away,"Tall, dark, and superman",To save the world or go to work
Superman,Speak Now (Deluxe),To save the world or go to work,He puts papers in his briefcase and drives away,It's the same thing to me
Superman,Speak Now (Deluxe),It's the same thing to me,To save the world or go to work,"He's got his mother's eyes, his father's ambition"
Superman,Speak Now (Deluxe),"He's got his mother's eyes, his father's ambition",It's the same thing to me,I wonder if he knows how much that I miss him
Superman,Speak Now (Deluxe),I wonder if he knows how much that I miss him,"He's got his mother's eyes, his father's ambition","I hang on every word you say, yay"
Superman,Speak Now (Deluxe),"I hang on every word you say, yay",I wonder if he knows how much that I miss him,"And you smile and say, ""How are you?"""
Superman,Speak Now (Deluxe),"And you smile and say, ""How are you?""","I hang on every word you say, yay","I say, ""Just fine"""
Superman,Speak Now (Deluxe),"I say, ""Just fine""","And you smile and say, ""How are you?""","I always forget to tell you, I love you"
Superman,Speak Now (Deluxe),"I always forget to tell you, I love you","I say, ""Just fine""",I love you forever
Superman,Speak Now (Deluxe),I love you forever,"I always forget to tell you, I love you",
Superman,Speak Now (Deluxe),I watch superman fly away,I love you forever,You've got a busy day today
Superman,Speak Now (Deluxe),You've got a busy day today,I watch superman fly away,"Go save the world, I'll be around"
Superman,Speak Now (Deluxe),"Go save the world, I'll be around",You've got a busy day today,I watch superman fly away
Superman,Speak Now (Deluxe),I watch superman fly away,"Go save the world, I'll be around","Come back, I'll be with you someday"
Superman,Speak Now (Deluxe),"Come back, I'll be with you someday",I watch superman fly away,I'll be right here on the ground
Superman,Speak Now (Deluxe),I'll be right here on the ground,"Come back, I'll be with you someday",When you come back down
Superman,Speak Now (Deluxe),When you come back down,I'll be right here on the ground,
Superman,Speak Now (Deluxe),"Tall, dark and beautiful",When you come back down,"He's complicated, he's irrational"
Superman,Speak Now (Deluxe),"He's complicated, he's irrational","Tall, dark and beautiful","But I hope someday you'll take me away and save the day, yeah"
Superman,Speak Now (Deluxe),"But I hope someday you'll take me away and save the day, yeah","He's complicated, he's irrational",Something in his deep brown eyes has me sayin'
Superman,Speak Now (Deluxe),Something in his deep brown eyes has me sayin',"But I hope someday you'll take me away and save the day, yeah",He's not all bad like his reputation
Superman,Speak Now (Deluxe),He's not all bad like his reputation,Something in his deep brown eyes has me sayin',And I can't hear one single word they say
Superman,Speak Now (Deluxe),And I can't hear one single word they say,He's not all bad like his reputation,"And you'll leave, got places to be and I'll be okay"
Superman,Speak Now (Deluxe),"And you'll leave, got places to be and I'll be okay",And I can't hear one single word they say,I always forget to tell you I love you
Superman,Speak Now (Deluxe),I always forget to tell you I love you,"And you'll leave, got places to be and I'll be okay",I loved you from the very first day
Superman,Speak Now (Deluxe),I loved you from the very first day,I always forget to tell you I love you,
Superman,Speak Now (Deluxe),I watch superman fly away,I loved you from the very first day,You've got a busy day today
Superman,Speak Now (Deluxe),And I watch you fly around the world,When you come back down,And I hope you don't save some other girl
Superman,Speak Now (Deluxe),And I hope you don't save some other girl,And I watch you fly around the world,"Don't forget, don't forget about me"
Superman,Speak Now (Deluxe),"Don't forget, don't forget about me",And I hope you don't save some other girl,"I'm far away, but I never let you go"
